genomicGC	genomicLen	NCBI_bioProjectAccession	habitat	disease	io.gc	io.at	z4s.gc.le	z4s.gc.la	z4s.at.le	z4s.at.la	zaa.1s.gc.le	zaa.1s.gc.la	zaa.1s.at.le	zaa.1s.at.la	habitatGold	habitatImg	hostassociated	GCgroups	SizeGenomic	intra
NC_004557	28.75	2799251	PRJNA57683	Multiple	Tetanus	0.210963865338711	0.117025536079722	-0.586505101322875	-0.241377290758325	-0.187641888212066	0.0769365239635774	3.81209281707089	2.3956875658403	1.08961163065871	1.27556376184672	Host-associated	Host-associated	N	[16.6,37.5]	(2.09e+06,3.13e+06]	N
NC_008698	57.67	1781889	PRJNA58563	Specialized	NA	0.0204754358161648	-0.00460448642266824	-0.107100274317608	0.00952612931332506	0.0137882347453595	-0.0221589212255695	1.85049286833217	2.24610971098232	0.0700526327690167	0.0304972912315457	Environmental	NA	N	(47.3,60.2]	[1.39e+05,2.09e+06]	N
NC_012704	57.46	2446804	PRJNA59411	HostAssociated	NA	0.0429505557615607	-0.0138454993010393	-0.176112649595165	-0.0838926373197045	-0.485259140009693	-0.351380556790102	0.990753339088117	0.838460692687129	0.999810620066076	0.763311249900079	Host-associated	Host-associated	N	(47.3,60.2]	(2.09e+06,3.13e+06]	N
NC_009074	68.02	3912947	PRJNA58389	Terrestrial	Melioidosis	0.0300947489851771	-0.00901105245793467	0.106720414502288	0.143518711400516	-0.286736877240205	0.140787101498922	0.569185376299751	0.461308558702985	0.496528628879439	-0.00512788835987532	Host-associated	Host-associated	N	(60.2,74.9]	(3.13e+06,4.58e+06]	N
NC_014410	34.11	2785752	PRJNA51639	Specialized	NA	0.177648931596621	0.0702560973399467	-0.293595462086909	0.124468015383477	-0.177671524744167	0.412711226218363	2.05690482676586	2.0840367732191	0.967880623793058	0.848319798614741	NA	NA	N	[16.6,37.5]	(2.09e+06,3.13e+06]	N
NC_011498	38.81	1673813	PRJNA59327	HostAssociated	Gastric inflammation and peptic ulcer disease	0.0426021032037173	-0.0323074154067675	0.0179327757549395	-0.0175129160113898	-0.93283051558675	-1.10974806072594	1.41468570681454	1.3677370040264	2.16141460634799	2.09192638806475	Host-associated	Host-associated	N	(37.5,47.3]	[1.39e+05,2.09e+06]	N
NC_013156	32.21	1485061	PRJNA59347	Specialized	NA	0.0239492838694529	0.00151660871495154	0.0942845117617687	0.00398184774283459	0.0629157919188249	0.122356786452644	7.46858093781684	7.68528253384895	1.12520031792688	1.02055880133061	Host-associated	NA	N	[16.6,37.5]	[1.39e+05,2.09e+06]	N
NC_011565	32.66	1114206	PRJNA59163	Specialized	NA	0.0771958170638661	-0.0311623422159888	0.222947871629559	-0.0935371187653119	-0.237167005445118	-0.143515922241373	1.21242873709465	1.44426646776728	1.06129847583031	0.989047166062232	NA	Host-associated	N	[16.6,37.5]	[1.39e+05,2.09e+06]	N
NC_008278	72.83	7497934	PRJNA58695	HostAssociated	None	0.0104064242619122	-0.0285298332612998	-0.133999885782026	-0.153334921332485	-0.314191147259605	-0.107385562556315	1.06745774700567	0.980056310221818	0.301408112249462	0.0286612481611451	Host-associated	Host-associated	N	(60.2,74.9]	(4.58e+06,1.3e+07]	N
NC_012029	66.72	2735295	PRJNA58807	Aquatic	NA	-0.00179072693834092	-0.0127840683510934	-0.201578875038281	-0.204684305642156	0.0133385628653298	0.0771423981284143	1.67708597482908	1.75199761535748	0.40855389493856	0.311841370108241	Environmental	NA	N	(60.2,74.9]	(2.09e+06,3.13e+06]	N
NC_012925	41.3	2007491	PRJEA32235	Multiple	Meningitis, arthritis, pneumonia	0.0795209936412896	0.00517250387502395	-0.478008949961649	-0.646946838186787	-0.295909803546577	-0.241825247991633	1.36953874907629	1.70302983884093	1.04471073524883	0.988895892280304	Host-associated	Host-associated	N	(37.5,47.3]	[1.39e+05,2.09e+06]	N
NC_017027	40.22	2402218	PRJNA156881	NA	NA	0.0679628092875167	-0.00196454730243808	0.0901654155877001	-0.075888652934214	-0.274163869078829	-0.248329621189718	0.66922475680632	1.03126548095533	0.967521730127964	0.968700367580577	Host-associated	Host-associated	N	(37.5,47.3]	(2.09e+06,3.13e+06]	N
NC_014532	63.61	4061296	PRJNA52781	NA	NA	0.0490871726027649	-0.0398616206824334	-0.276455629999371	-0.351153014390156	-0.461780867266393	-0.255786225957893	1.4087254579475	1.4206017559465	0.821489786136581	0.399643598345217	NA	Environmental	N	(60.2,74.9]	(3.13e+06,4.58e+06]	N
NC_014011	45.31	1980592	PRJNA47083	Aquatic	NA	0.0609822986786338	-0.0151130455809455	-0.358970353420466	-0.373229719774522	-0.354127299305952	-0.310315504306076	1.48614350127598	1.48204661104908	0.769969152100595	0.686477086095487	NA	Engineered	N	(37.5,47.3]	[1.39e+05,2.09e+06]	N
NC_011916	67.17	4042929	PRJNA59307	Aquatic	NA	0.0106547305599438	-0.00984738372093023	-0.212950091511098	-0.283806023122532	-1.082075284439	-0.721172540443271	1.28248120839602	1.26637956670923	1.36725080726731	0.977280751148255	NA	Engineered	N	(60.2,74.9]	(3.13e+06,4.58e+06]	N
NC_016808	40.44	2349518	PRJNA86887	NA	NA	0.0704179172236374	0.00046535677352637	0.0857614134978105	-0.0834385317219666	-0.281507338796256	-0.24288865981164	0.647714747515005	1.01495984185595	0.934719902352512	0.936988992445815	Host-associated	Host-associated	N	(37.5,47.3]	(2.09e+06,3.13e+06]	N
NC_003116	51.81	2184406	PRJNA57819	HostAssociated	Meningitis and septicemia	0.051308330582915	-0.0200778287395344	-0.373033200272711	-0.483008535505285	-0.486871605114108	-0.28147500988607	1.43989894607526	1.58387884844262	1.223229712673	0.9352376033839	Host-associated	Host-associated	N	(47.3,60.2]	(2.09e+06,3.13e+06]	N
NC_004350	36.83	2032925	PRJNA57947	HostAssociated	Dental caries	0.101717305151915	-0.00838484718820841	-0.591553090093612	-0.51883919365889	-0.616530086975405	-0.697602169833779	1.30644145869832	1.47950657658542	1.54749783676884	1.50540867775621	Host-associated	Host-associated	N	[16.6,37.5]	[1.39e+05,2.09e+06]	N
NC_012687	41.3	1044282	PRJNA59349	HostAssociated	Ocular infection	0.120170256485525	-0.0176114191825837	0.00658880515927975	-0.183294249516454	-0.368026117368114	-0.424400339486371	0.755419810025598	0.624374210901689	0.718930445122661	0.703991277752814	NA	Host-associated	N	(37.5,47.3]	[1.39e+05,2.09e+06]	Y
NC_010655	55.76	2664102	PRJNA58985	HostAssociated	NA	0.0759595582938549	-0.0490809852091933	-0.204963403777769	-0.138816817668997	-0.569486449672159	-0.364230262800586	1.3707096205353	1.10974686777978	1.07332383959331	0.681874242545962	Host-associated	Host-associated	N	(47.3,60.2]	(2.09e+06,3.13e+06]	N
NC_016884	56.77	3472898	PRJNA88061	Specialized	NA	0.0708186027983867	-0.0265514326283046	-0.0266125065062377	-0.0679816975056518	-0.0749785708820186	-0.209887956198391	0.915677641375638	0.871683817889133	0.262293331958804	0.188256452812778	Environmental	Environmental	N	(47.3,60.2]	(3.13e+06,4.58e+06]	N
NC_015125	70.28	3982034	PRJNA62789	NA	NA	0.00549661957895894	-0.0142903053026245	-0.270281509844503	-0.340558744534048	-0.462444683033509	-0.250758423586034	1.01086639570331	1.05185079739219	0.490097587007543	0.171153033784017	NA	NA	N	(60.2,74.9]	(3.13e+06,4.58e+06]	N
NC_014722	61.21	2755194	PRJNA60487	NA	NA	0.0499743497914106	-0.017873426956046	0.175987216782455	0.218458702110833	-0.107466396118514	0.188462047804839	0.56612621700881	0.525160263094737	0.492518557056398	0.0761117403080039	NA	Host-associated	N	(60.2,74.9]	(2.09e+06,3.13e+06]	N
NC_002973	38.04	2905187	PRJNA57689	Multiple	Listeriosis	0.0967327769706389	0.0589807646835066	0.0136854351453981	0.0772653850009856	-0.166313947058048	-0.0343834641350812	1.01864072330024	1.17438303745684	0.90894855080098	0.997930903283137	NA	Engineered	N	(37.5,47.3]	(2.09e+06,3.13e+06]	Y
NC_015674	46	1746154	PRJNA68141	NA	NA	0.0147615208087825	-0.00253358925143954	-0.441931019367366	-0.34651866777853	-0.490228928760558	-0.472746871117791	1.30258078464298	1.32893398188964	1.33161763343862	1.32823624933178	NA	Host-associated	N	(37.5,47.3]	[1.39e+05,2.09e+06]	N
NC_013165	60.21	3165038	PRJNA59051	Multiple	NA	0.0255577064896755	-0.00115210367200561	-0.335016250676454	-0.398272633681226	-0.750786111447292	-0.150446558287376	1.72584529203431	1.75107266422425	1.21724877516635	0.613658728148024	NA	Host-associated	N	(60.2,74.9]	(3.13e+06,4.58e+06]	N
NC_000868	44.71	1765118	PRJNA62903	Aquatic	NA	0.0462125340599455	0.00199609652235628	-0.372548462254216	-0.126120125109602	-0.262216125795146	0.112300408596787	3.23708834308474	3.79886904055531	0.81595909147923	0.597273867765749	Environmental	NA	N	(37.5,47.3]	[1.39e+05,2.09e+06]	N
NC_006932	57.16	2124241	PRJNA58019	HostAssociated	Brucellosis	0.027717504103851	-0.0243058716431497	-0.187981948673269	-0.258614098336875	-0.860988050956349	-0.482203837438623	0.988904967199951	1.03967434983828	1.3428258152134	0.816096253312069	Host-associated	Host-associated	N	(47.3,60.2]	(2.09e+06,3.13e+06]	Y
NC_009767	60.69	5723298	PRJNA58287	Aquatic	NA	0.0168798436497048	-0.0153775054128313	0.163183852056796	0.155286594841125	-0.212973040558953	-0.125681611537551	0.539010690578853	0.6110306838351	0.377143672727645	0.245035920171352	Environmental	Environmental	N	(60.2,74.9]	(4.58e+06,1.3e+07]	N
NC_006833	34.18	1080084	PRJNA58107	HostAssociated	None	0.0414625746211541	0.00118098905352163	0.0475016409109141	0.15253254496892	-0.133922675993326	-0.0341588375190935	1.62012599358437	1.67057843249241	1.03139982823674	1.01579723816423	Host-associated	Host-associated	N	[16.6,37.5]	[1.39e+05,2.09e+06]	Y
NC_015678	41.72	2153652	PRJNA49313	NA	NA	0.0742927613139504	0.0259111465815376	-0.486466545270045	-0.625502436162994	-0.301152638581002	-0.232393288322712	1.3518218884347	1.51152014091991	1.0503396452531	1.1231645690244	Host-associated	Host-associated	N	(37.5,47.3]	(2.09e+06,3.13e+06]	N
NC_008542	66.78	3483902	PRJNA58369	NA	Necrotizing pneumonia, chronic infections	0.0286824289670735	-0.00697834922420184	0.139663968070252	0.148518541855711	-0.408627009573111	-0.0533428666224445	0.575185917184356	0.49983894710652	0.639439484359956	0.249268301281265	Environmental	Environmental	N	(60.2,74.9]	(3.13e+06,4.58e+06]	N
NC_004461	32.1	2499279	PRJNA57861	HostAssociated	Toxic-shock syndrome and staphylococcal scarlet fever	0.0908663005715566	0.0306011796133196	-0.0734353318331235	-0.0453842032427728	-0.216536935074986	-0.0407076547470466	1.06697198019791	1.08820509391485	1.27357221080791	1.28928678040912	Host-associated	Host-associated	N	[16.6,37.5]	(2.09e+06,3.13e+06]	N
NC_012804	53.56	2045438	PRJNA59389	Specialized	NA	0.0143302180685358	0.0198659834450138	-0.519105785244215	-0.393486518058609	-0.475509406889666	-0.0572246356584331	2.4294499915875	2.37405642497596	0.874716137811051	0.638946705858296	Environmental	NA	N	(47.3,60.2]	[1.39e+05,2.09e+06]	N
NC_016901	46.31	5288069	PRJNA50553	Aquatic	NA	0.0579176167070352	-0.0310421735604217	-0.220314127128378	-0.276354732833812	-0.498929643686278	-0.373120759229637	1.0742063822351	1.20953598041476	1.19998250522032	1.02938120209543	Environmental	NA	N	(37.5,47.3]	(4.58e+06,1.3e+07]	N
NC_010673	29.83	922307	PRJNA59225	HostAssociated	Tick-borne relapsing fever	0.219091431857389	-0.0947368421052632	-0.411954368126443	-0.156262171982855	-0.41571742928596	0.225755219390233	2.0300612747071	1.70441479482951	1.39829655819125	1.01219212466233	Engineered	Host-associated	N	[16.6,37.5]	[1.39e+05,2.09e+06]	N
NC_005296	65.04	5459213	PRJNA62901	Multiple	NA	0.0204215183480692	-0.0150018054689295	-0.0527422422194596	-0.0588922207794239	-0.540071270098173	-0.18099605632952	0.894358991614333	0.891354404688217	0.817571156101396	0.42064193295908	NA	Engineered	N	(60.2,74.9]	(4.58e+06,1.3e+07]	N
NC_002932	56.53	2154939	PRJNA57897	Specialized	NA	0.0421326300862058	-0.045323107870254	-0.252094896259074	-0.192738479803432	-0.579131627128021	-0.181272660687947	1.17042923872123	1.10601922926613	1.11012877100741	0.596017418038923	Environmental	Environmental	N	(47.3,60.2]	(2.09e+06,3.13e+06]	N
NC_014169	59.81	2477838	PRJNA49131	NA	NA	0.00568287932552493	0.000919613762219868	-0.416136266683925	-0.292088830120462	-0.596398323281207	-0.200153097320978	1.3945460898901	1.05443287210316	1.10209115613612	0.70550003521273	Host-associated	Host-associated	N	(47.3,60.2]	(2.09e+06,3.13e+06]	N
NC_016602	50.73	3294546	PRJNA82347	NA	NA	0.0576926199561582	-0.0111369857417167	0.190485054035714	0.106683734266468	-0.480553753574024	-0.27727670515836	0.648808557040708	0.86195700164794	1.10441995004646	0.821914360400528	Environmental	Environmental	N	(47.3,60.2]	(3.13e+06,4.58e+06]	N
NC_012914	50.28	7184930	PRJNA59021	Terrestrial	NA	0.0688844283947205	0.0177826206871606	0.0725563236836565	0.113046452757924	-0.345310461338173	-0.266861642795147	0.923476177904448	0.998221711156916	0.90102125977074	0.872690636850764	Host-associated	Host-associated	N	(47.3,60.2]	(4.58e+06,1.3e+07]	N
NC_014014	26.95	934369	PRJNA47087	HostAssociated	polyarthritis	0.00578931662190391	-0.0152345344764606	-0.0231603802261652	-0.121089522945403	-0.0372157082057869	-0.067012140327298	1.04290150165041	1.40295087240624	1.57198630143511	1.59010739601722	Host-associated	Host-associated	N	[16.6,37.5]	[1.39e+05,2.09e+06]	N
NC_010085	34.17	1645259	PRJNA58903	Aquatic	NA	-0.019212962962963	-0.0300948974822702	-0.855998072190768	-0.444005470336592	0.0982794963018846	0.621671005327542	1.95858706873151	1.99008496324069	0.932783357641137	0.427425123242263	Environmental	NA	N	[16.6,37.5]	[1.39e+05,2.09e+06]	N
NC_009637	33.28	1772694	PRJNA58847	Aquatic	NA	-0.00748502994011976	-0.0140640214966288	0.0506650595518621	-0.211693322960471	0.253806293374774	0.108573450570198	2.30823445525896	2.30795638533124	0.762448980415604	0.894465029647183	Environmental	NA	N	[16.6,37.5]	[1.39e+05,2.09e+06]	N
NC_013530	72.49	3742776	PRJNA41935	Specialized	NA	0.00798165770238588	-0.00355561672745624	-0.247595224124197	-0.211565126095677	-0.382705897177214	-0.137197181808919	1.08115171157382	0.959409353590945	0.376714911978508	0.0542808124815197	Host-associated	Host-associated	N	(60.2,74.9]	(3.13e+06,4.58e+06]	N
NC_007520	43.13	2427734	PRJNA58183	Aquatic	NA	0.0929638939225658	-0.0214812533908122	0.00830190811356772	0.00429561342525472	-0.352746108747584	-0.302679047899252	0.815223769632099	0.946400108385246	1.08202275685334	1.09606776190207	Environmental	Environmental	N	(37.5,47.3]	(2.09e+06,3.13e+06]	N
NC_007604	55.47	2695903	PRJNA58045	Aquatic	NA	0.00584654039427909	-0.00646341646296657	-0.119918781082354	-0.217905081860632	-0.386960771435156	-0.311382077563495	0.741586437552287	0.883669650470381	0.683086810963116	0.588679522121756	Environmental	Environmental	N	(47.3,60.2]	(2.09e+06,3.13e+06]	N
NC_015725	29.29	948120	PRJNA68691	NA	NA	0.0357119709637695	0.0218545113955667	-0.625305404275849	-0.398233800590331	-0.254601726142656	-0.147785521617152	1.88427173580941	1.68095328540394	1.64009422226553	1.77596388298724	Host-associated	Host-associated	N	[16.6,37.5]	[1.39e+05,2.09e+06]	N
NC_014758	35.75	2157835	PRJNA60821	NA	NA	0.0776830925033963	-0.00850858885856478	0.119942285370144	-0.0581404942864434	-0.344333110411068	0.0483671973909712	1.79279402682562	1.80375572620727	1.16050614147446	0.811050973840363	Environmental	Environmental	N	[16.6,37.5]	(2.09e+06,3.13e+06]	N
NC_004606	38.55	1894275	PRJNA57895	HostAssociated	Wide range of infections	0.080087799958473	0.0198701298701299	-0.504640258706565	-0.623169748692961	-0.44861444166138	-0.460057638772545	1.33487912952038	1.5133664781828	1.28301513428798	1.40545544150781	Host-associated	Host-associated	N	(37.5,47.3]	[1.39e+05,2.09e+06]	N
NC_007356	47.03	1395502	PRJNA58413	Multiple	NA	0.0589575804928867	-0.0365960715461429	-0.291771829776671	-0.227481881922663	-0.62455438274148	-0.496061822541646	1.44189972451662	1.48971383839628	1.28459835866729	1.09813514304939	Environmental	Environmental	N	(37.5,47.3]	[1.39e+05,2.09e+06]	N
NC_006368	38.37	3503503	PRJNA58211	HostAssociated	Legionnaire's disease	0.0617433414043584	-0.0231539884484622	-0.272193680119585	-0.317361483149621	-0.234232178727516	-0.23587300859985	1.09098760738271	1.10372368262448	0.98712234116003	0.992693104860675	Host-associated	Host-associated	N	(37.5,47.3]	(3.13e+06,4.58e+06]	N
NC_008726	67.79	6491865	PRJNA58463	NA	NA	0.0154843891772896	-0.00375663620652185	-0.0605029668226424	-0.0491544063659319	-0.210823275024642	-0.00106656417435011	1.08652201943637	1.04800154562682	0.370349067161123	0.10043033898902	Environmental	Environmental	N	(60.2,74.9]	(4.58e+06,1.3e+07]	N
NC_015848	65.62	4482059	PRJNA70731	NA	NA	0.0262926014078088	-0.0287989076607979	-0.023252272700881	-0.0509475172113138	-0.170453725615212	-0.0447121433292938	1.15975421854116	1.19123789088305	0.390213723455321	0.126038925969809	NA	Host-associated	N	(60.2,74.9]	(3.13e+06,4.58e+06]	N
NC_013716	54.72	5346659	PRJNA43089	Multiple	Murine colonic hyperplasia	0.0214376950527383	-0.00032827575163137	0.213270120617082	0.196060987897748	-0.64709092482166	-0.523119114549092	0.80699977069498	0.815435785615794	1.14802168070125	1.02230356535511	NA	Engineered	N	(47.3,60.2]	(4.58e+06,1.3e+07]	N
NC_013202	65.63	3110487	PRJNA59107	Specialized	NA	-0.00395160964030912	-0.0100184482935328	-0.216589353572118	-0.231377189069541	0.111664848034425	0.328724446214437	1.66028729396992	1.821817431573	0.336363849715506	0.108102176366203	Environmental	NA	N	(60.2,74.9]	(2.09e+06,3.13e+06]	N
NC_014539	63.44	4077097	PRJNA46253	NA	NA	0.0209382987197284	-0.00309548689840099	0.0634577585487372	0.0853955722151462	-0.406156447693565	-0.22755045772559	0.660120409456358	0.599579811517973	0.691752331876478	0.475050588317778	NA	NA	N	(60.2,74.9]	(3.13e+06,4.58e+06]	N
NC_011852	39.99	2269156	PRJNA59273	HostAssociated	Glasser's disease	0.00532476543880291	0.00223287415763184	0.0663737607292158	0.061006478514787	-0.279649709252133	-0.244496823086688	0.911546769411458	0.90651109048816	1.09053821728241	1.01621620701727	Environmental	Environmental	N	(37.5,47.3]	(2.09e+06,3.13e+06]	N
NC_009381	47.64	4517345	PRJNA58619	Multiple	Bubonic plague	0.0204895494427907	-0.0177806919427624	0.0662834878268062	0.0716097306647889	-0.419424070442488	-0.432674476672308	0.889953665885204	0.911715090864299	1.01677443309047	0.973719166565555	Host-associated	Host-associated	N	(47.3,60.2]	(3.13e+06,4.58e+06]	N
NC_013158	62.9	3116795	PRJNA59189	Terrestrial	NA	0.00257766247588638	0.00393646598948441	-0.230317352309194	-0.216056932351993	-0.164515506840038	0.216116560371948	1.64514579200175	1.69759674907093	0.645504647731219	0.281731745513426	Environmental	NA	N	(60.2,74.9]	(2.09e+06,3.13e+06]	N
NC_010468	50.87	4746218	PRJNA58783	HostAssociated	NA	0.0280596843285513	-0.00144522213508141	0.240366163518181	0.193998821741644	-0.60255190904677	-0.459049178988463	0.757544652395063	0.806322201459631	1.14331738545241	0.964864118569827	Environmental	Host-associated	N	(47.3,60.2]	(4.58e+06,1.3e+07]	N
NC_007513	54.16	2234828	PRJNA58323	Aquatic	NA	0.0418434024991402	-0.0811516189544083	-0.154241476811483	-0.250893424031528	-0.417047536386793	-0.277377867718692	0.903702453778074	1.20501316787466	0.81185254804174	0.475809002668663	Environmental	Environmental	N	(47.3,60.2]	(2.09e+06,3.13e+06]	N
NC_007633	23.77	1010023	PRJNA58525	HostAssociated	Severe arthritis and septicemia	0.0574487610890181	0.0218851734065975	-0.120657753585876	0.0200909728725138	-0.338945279406033	-0.145389904399707	1.15453833381881	1.3074467943069	1.87842475362332	2.11333015157873	Host-associated	Host-associated	N	[16.6,37.5]	[1.39e+05,2.09e+06]	N
NC_013520	38.63	2132142	PRJNA41927	HostAssociated	rare opportunistic infections	0.120500545388438	-0.00201945668847939	-0.555464762857484	-0.638342392090038	-0.431792494003545	-0.199525589103766	1.53314475696222	1.75621479000612	1.30728539308879	0.930298393778943	Host-associated	Host-associated	N	(37.5,47.3]	(2.09e+06,3.13e+06]	N
NC_004741	50.91	4599326	PRJNA57991	HostAssociated	Dysentery	0.0203689441449371	-0.000867744620740105	0.237309446792158	0.22015953135861	-0.597531325622754	-0.48076695863235	0.77626972419774	0.775846551987662	1.15186841695681	0.970387715783935	Host-associated	Host-associated	N	(47.3,60.2]	(4.58e+06,1.3e+07]	N
NC_010120	51.7	2153416	PRJNA58587	HostAssociated	Meningitis and septicemia	0.0488046472095654	-0.0126222077684506	-0.377743682691913	-0.481717126844438	-0.512390717303483	-0.259618573016398	1.44690682964179	1.53003764110716	1.19387286109755	0.959870786300746	Environmental	Host-associated	N	(47.3,60.2]	(2.09e+06,3.13e+06]	N
NC_010511	71.58	7659055	PRJNA58843	Multiple	NA	-0.00226462243277716	-0.0020866925922413	-0.172146171490358	-0.196411047799899	-0.273841763496347	-0.227583252173302	0.96092703815451	0.970525811047892	0.270099666592633	0.202613609333135	Host-associated	Host-associated	N	(60.2,74.9]	(4.58e+06,1.3e+07]	N
NC_008820	50.01	2682675	PRJNA58305	Aquatic	None	0.0430863200758241	-0.0663289213655595	-0.211275406121403	-0.397290608730924	-0.354217552179799	-0.239985364160929	1.02576278032721	1.30557160527084	0.780413818186974	0.581069569978304	Environmental	Environmental	N	(47.3,60.2]	(2.09e+06,3.13e+06]	N
NC_016603	38.82	3862530	PRJNA83123	NA	NA	0.0272319143070925	-0.000322680732237046	-0.108894878710293	-0.180125321000243	-0.379833106590279	-0.388932930739942	0.854006425244308	0.955663841793203	1.08661755634919	1.08937871088328	NA	Engineered	N	(37.5,47.3]	(3.13e+06,4.58e+06]	N
NC_016114	71.14	7337497	PRJNA40839	Terrestrial	NA	-0.00661154524067084	0.00625837558542752	-0.348309413419543	-0.180821327558087	-0.178977117399858	-0.124268173502162	1.29903780520634	1.04356413366	0.296474892342345	0.211202047718963	Environmental	NA	N	(60.2,74.9]	(4.58e+06,1.3e+07]	N
NC_006360	28.56	892758	PRJNA58205	HostAssociated	Swine mycoplasmosis	-0.00143114927509178	0.0115014286743343	-0.448642619066127	-0.375778299707638	-0.116061529818529	-0.0225523596424247	0.981732444326004	1.0178908746585	1.30122582012303	1.17528152497259	NA	NA	N	[16.6,37.5]	[1.39e+05,2.09e+06]	N
NC_013889	65.87	2744800	PRJNA46181	Specialized	NA	0.0519768631542693	-0.0303265488271018	-0.0473761494332272	-0.0279048804695415	-0.502098012456819	-0.0264629397076386	1.16958395924967	1.08863436677254	0.890887391148687	0.217901299341376	Environmental	Environmental	N	(60.2,74.9]	(2.09e+06,3.13e+06]	N
NC_013209	53.04	2907495	PRJNA59279	Multiple	NA	0.0538458657411453	-0.011400518205373	0.0525764989037182	-0.0347941911459424	-0.400621153079477	-0.353824650551153	0.704285386081205	0.76821026603047	0.762319345894749	0.706820613990812	NA	Engineered	N	(47.3,60.2]	(2.09e+06,3.13e+06]	N
NC_007645	53.87	7215267	PRJNA58483	Aquatic	NA	0.0579063687076881	-0.0278254954384787	-0.0444443207845786	-0.0628814332220293	-0.440685199371777	-0.315898828691994	1.23409760317195	1.15967098356976	1.05745911474465	0.783001852382808	Environmental	Environmental	N	(47.3,60.2]	(4.58e+06,1.3e+07]	N
NC_016584	42.85	5863081	PRJNA82939	NA	NA	0.0931768793488778	0.0182043961066089	-0.389751998285439	-0.247966221967403	-0.352320623598545	-0.230576507968537	1.65117894431991	1.54450873935347	0.93970903136497	0.919495922239454	Environmental	Environmental	N	(37.5,47.3]	(4.58e+06,1.3e+07]	N
NC_014222	28.59	1936387	PRJNA49529	Aquatic	NA	0.00502009321196092	-0.0103093843149347	-0.129525618781092	-0.18986156149405	0.0206825343479019	-0.081434225507976	2.57924579892424	2.97838151495891	1.4576588247225	1.59531546067327	Environmental	NA	N	[16.6,37.5]	[1.39e+05,2.09e+06]	N
NC_013730	50.19	8078757	PRJNA43413	Multiple	NA	0.0189569472130893	-0.0114961813834782	0.0745973061602395	0.00365301576309904	-0.258235046001312	-0.231687019486092	0.77349261531659	0.834158261259875	0.941588352185262	0.854267619777756	Environmental	Environmental	N	(47.3,60.2]	(4.58e+06,1.3e+07]	N
NC_015514	74.72	4266344	PRJNA66779	Terrestrial	NA	0.00664697630645935	-0.0168454880008293	-0.130300142929833	-0.149016267438455	-0.463703048065915	-0.264008660574471	0.942195971036695	0.869519902622361	0.407360694870794	0.0412069884069704	Environmental	Environmental	N	(60.2,74.9]	(3.13e+06,4.58e+06]	N
NC_007795	32.87	2821360	PRJNA57795	HostAssociated	Toxic-shock syndrome and staphylococcal scarlet fever	0.124411105520743	0.0520142272570161	0.113363063578555	0.150720816212486	-0.145163263949248	0.118891434971214	0.838331267718072	0.992048309028637	1.11402128816538	1.04604159008168	Host-associated	Host-associated	N	[16.6,37.5]	(2.09e+06,3.13e+06]	N
NC_011295	44.77	1424912	PRJNA59253	Specialized	NA	0.0786223691076709	-0.017299341644488	-0.204156240308651	-0.124145266746982	-0.362448105251356	-0.108080466842034	1.80985256708645	1.47841961124306	0.887292956190216	0.579944053635495	Host-associated	Host-associated	N	(37.5,47.3]	[1.39e+05,2.09e+06]	N
NC_013922	61.42	3751858	PRJNA46245	Specialized	NA	-0.00220132079247549	0.00067543572567561	-0.338361928826079	-0.357980348539448	0.0953634341861862	0.119753386760084	1.55679171245587	1.60530941694864	0.520834356561328	0.502973847825411	Environmental	NA	N	(60.2,74.9]	(3.13e+06,4.58e+06]	N
NC_014375	68.42	3445263	PRJNA42117	NA	NA	0.0131100023232916	-0.00183184593705965	-0.150172371015263	-0.212878576057389	-0.501317156618676	-0.446063644424445	1.29818331597361	1.31624405060961	0.653784990374405	0.602942310118842	Environmental	Environmental	N	(60.2,74.9]	(3.13e+06,4.58e+06]	N
NC_007109	32.45	1485148	PRJNA58331	HostAssociated	Spotted-fever like illness	0.0366686911630732	0.00828423819450739	0.0447137783662276	-0.0331239709387141	-0.356427708106168	-0.227001174733998	1.12009624306131	1.11726383744131	1.50684096488708	1.38421877268269	NA	NA	N	[16.6,37.5]	[1.39e+05,2.09e+06]	Y
NC_013522	63.79	1848474	PRJNA41925	Terrestrial	NA	0.0613426236098084	-0.03072839339542	-0.108386604757286	0.15885262563907	-0.599768788753453	0.0285707574948496	2.44238970935946	1.94381525050545	0.65563650777946	-0.070403804501362	NA	Engineered	N	(60.2,74.9]	[1.39e+05,2.09e+06]	N
NC_015857	57.17	2138342	PRJNA71131	Multiple	Brucellosis	0.0285360109086401	-0.0272341441705472	-0.188851493285047	-0.252635740412332	-0.824745958981467	-0.479425641212141	0.98371948175527	1.04135973208669	1.29737584647094	0.79488085313012	Host-associated	Host-associated	N	(47.3,60.2]	(2.09e+06,3.13e+06]	N
NC_014210	72.83	5767958	PRJNA49483	Multiple	NA	-0.00705327917784581	-0.000511367396418022	-0.351790583786154	-0.192032851397948	-0.125456844844283	-0.0585475752629993	1.52546015289004	1.30410099641242	0.153356665728872	0.0380607828635354	Environmental	Environmental	N	(60.2,74.9]	(4.58e+06,1.3e+07]	N
